DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.22-22.39.32, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.612825ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_203, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_80A9E59646847B4846ED6DAF42DFE__5B70D57A8D534632E772B83FEBF7B027FF5B8388, StartTime=2015.11.22-22.39.40, HierarchicalDDC, Duration=0.014115ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_37, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_80A9E59646847B4846ED6DAF42DFE__5B70D57A8D534632E772B83FEBF7B027FF5B8388, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=2244 bytes, Retrieved=true, Duration=0.128720ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_39, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_80A9E59646847B4846ED6DAF42DFE__308ACB6CF9A852BC5B9B8DC8909BB87E9FB70BD3, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=4358 bytes, Retrieved=true, Duration=0.088952ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_188, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDButton2_on.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.004277ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.102639ms, TagPackageExports=0.053883ms, BeginCacheForCookedPlatformData=0.029936ms, SerializeImports=0.040628ms, GatherLocalizableTextData=0.002138ms, MarkNames=0.002991ms, SerializeSummary=0.007272ms, SerializeNames=0.014111ms, SerializeGatherableTextData=0.001285ms, BuildExportMap=0.008978ms, SortExportsNonSeekfree=0.005133ms, SortExportsSeekfreeConstructor=0.010692ms, SortExportsSeekfreeInner=0.301495ms, SortExportsSeekfree=0.003420ms, BuildDependencyMap=0.007696ms, SerializeImportMap=0.003420ms, SerializeExportMap=0.002567ms, SerializeDependencyMap=0.002563ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012830ms, SerializeExports=0.053886ms, SerializeBulkData=0.008125ms, AsyncWrite=0.081681ms, UnaccountedTime=0.293370ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
../../../Engine/Content/MobileResources/HUD/LeftVirtualJoystickOnly.uasset, AllOfLoadPackage_Duration=1.504909ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000428ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002563ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.064149ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.013258ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.322005ms, SaveCookedPackage_HitCount=1, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_189, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/LeftVirtualJoystickOnly.uasset, FlushAsyncLoading=0.021383ms, FlushStreamingFunc=0.006843ms, BlockTillAllRequestsFinished=0.005133ms, ResetLoadersForSaveUnMarkAllObjects=0.183463ms, TagPackageExports=0.020098ms, BeginCacheForCookedPlatformData=0.006415ms, SerializeImports=0.069279ms, GatherLocalizableTextData=0.006415ms, MarkNames=0.010263ms, SerializeSummary=0.030365ms, SerializeNames=0.065431ms, SerializeGatherableTextData=0.003420ms, BuildExportMap=0.039771ms, SortExportsNonSeekfree=0.008125ms, SortExportsSeekfreeConstructor=0.017963ms, SortExportsSeekfreeInner=0.389591ms, SortExportsSeekfree=0.009838ms, BuildDependencyMap=0.022236ms, SerializeImportMap=0.003848ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.004705ms, SerializeStringAssetReferenceMap=0.003424ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.038486ms, SerializeExports=0.025231ms, SerializeBulkData=0.013687ms, AsyncWrite=0.149250ms, UnaccountedTime=0.266857ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
../../../Engine/Content/MobileResources/T_MobileMenu2.uasset, AllOfLoadPackage_Duration=0.880539ms, AllOfLoadPackage_HitCount=9, ResolveRedirectors_Duration=0.001281ms, ResolveRedirectors_HitCount=9, CacheForCookedPlatformData_Duration=1.044754ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.046186ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.086386ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.333276ms, SaveCookedPackage_HitCount=1, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_204, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9F8FBEF84A1997E30FD384955E3D8__BD16FC101E1BD76B745E50F5F0797E81521ECE50, StartTime=2015.11.22-22.39.40, HierarchicalDDC, Duration=0.011548ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_35, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9F8FBEF84A1997E30FD384955E3D8__BD16FC101E1BD76B745E50F5F0797E81521ECE50, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.139844ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_40, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9F8FBEF84A1997E30FD384955E3D8__750E7BCF3B0A4D07B3E732ACF4661AE1B9FDC2C2, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.378046ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_41, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9F8FBEF84A1997E30FD384955E3D8__DC3244ED1DA22A9DFBF8BB794FFE6F9D436D1D74, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.116322ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_42, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_9F8FBEF84A1997E30FD384955E3D8__0D4C4BDB3A0A12F9E8F8362AC007EA958A932054, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.079114ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_190, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/T_MobileMenu2.uasset, FlushAsyncLoading=0.013683ms, FlushStreamingFunc=0.004277ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.137705ms, TagPackageExports=0.057731ms, BeginCacheForCookedPlatformData=0.044476ms, SerializeImports=0.065003ms, GatherLocalizableTextData=0.003424ms, MarkNames=0.005130ms, SerializeSummary=0.010692ms, SerializeNames=0.020102ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.005558ms, SortExportsSeekfreeConstructor=0.012830ms, SortExportsSeekfreeInner=0.206128ms, SortExportsSeekfree=0.002995ms, BuildDependencyMap=0.007268ms, SerializeImportMap=0.002991ms, SerializeExportMap=0.003424ms, SerializeDependencyMap=0.002991ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012830ms, SerializeExports=0.115894ms, SerializeBulkData=0.010692ms, AsyncWrite=0.124019ms, UnaccountedTime=0.283107ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Rubber_Blue_01_N.uasset, AllOfLoadPackage_Duration=9.053424ms, AllOfLoadPackage_HitCount=218, ResolveRedirectors_Duration=0.027392ms, ResolveRedirectors_HitCount=218, CacheForCookedPlatformData_Duration=29.376749ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.171486ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.100072ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=16.095139ms, SaveCookedPackage_HitCount=1, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_205, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___CF70F1551B9B3BAA91EF94E1C1B6B6F013D72556, StartTime=2015.11.22-22.39.40, HierarchicalDDC, Duration=0.013258ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_36, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___CF70F1551B9B3BAA91EF94E1C1B6B6F013D72556, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=6882 bytes, Retrieved=true, Duration=0.196293ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdCE61F9CD4E3885C00FEA47B5AEEF0E1C_38, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___E4261310C6827BE0699E0E38E182C3B841FFD2EB, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=262403 bytes, Retrieved=true, Duration=28.532133ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_43, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___8840DF5883E6EC5500D3350FB12B05898FBAE0C5, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=65795 bytes, Retrieved=true, Duration=24.271429ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_44, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___656A5593B9A79465290398ABD19F32BF841D32E1, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=16643 bytes, Retrieved=true, Duration=0.671413ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_191, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/UnnamedRPG/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Rubber_Blue_01_N.uasset, FlushAsyncLoading=0.011548ms, FlushStreamingFunc=0.003420ms, BlockTillAllRequestsFinished=0.002995ms, ResetLoadersForSaveUnMarkAllObjects=0.223663ms, TagPackageExports=0.120170ms, BeginCacheForCookedPlatformData=0.041485ms, SerializeImports=0.060726ms, GatherLocalizableTextData=0.002991ms, MarkNames=0.005133ms, SerializeSummary=0.010692ms, SerializeNames=0.024375ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.010692ms, SortExportsNonSeekfree=0.005133ms, SortExportsSeekfreeConstructor=0.012826ms, SortExportsSeekfreeInner=0.254456ms, SortExportsSeekfree=0.005558ms, BuildDependencyMap=0.011973ms, SerializeImportMap=0.014540ms, SerializeExportMap=0.005987ms, SerializeDependencyMap=0.003424ms, SerializeStringAssetReferenceMap=0.002563ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.025660ms, SerializeExports=0.070564ms, SerializeBulkData=0.102635ms, AsyncWrite=0.579469ms, UnaccountedTime=0.534996ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Rubber_Blue_01_D.uasset, AllOfLoadPackage_Duration=0.658598ms, AllOfLoadPackage_HitCount=16, ResolveRedirectors_Duration=0.002567ms, ResolveRedirectors_HitCount=16, CacheForCookedPlatformData_Duration=2.090797ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.034638ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.062864ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=16.558714ms, SaveCookedPackage_HitCount=1, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_206, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D9DF5394695F7124FAF65908374C__1048758D1A9E930E3BE15FAD74367A7AD7306A1B, StartTime=2015.11.22-22.39.40, HierarchicalDDC, Duration=0.011545ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_45, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D9DF5394695F7124FAF65908374C__1048758D1A9E930E3BE15FAD74367A7AD7306A1B, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=0.187740ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_37, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D9DF5394695F7124FAF65908374C__F79118E6F30CD645ED13CCACDE18506EDDF2AAA7, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=1.029789ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_38, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D9DF5394695F7124FAF65908374C__D9BCE034B54501B31E1268E47E4A9A15D33D5424, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.321168ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_39, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D9DF5394695F7124FAF65908374C__8D74DBB4A0FC52B1E60DDF306B3B6D5AD8928B38, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=8455 bytes, Retrieved=true, Duration=0.129152ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_192, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/UnnamedRPG/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Rubber_Blue_01_D.uasset, FlushAsyncLoading=0.017531ms, FlushStreamingFunc=0.006843ms, BlockTillAllRequestsFinished=0.004705ms, ResetLoadersForSaveUnMarkAllObjects=0.290375ms, TagPackageExports=0.089806ms, BeginCacheForCookedPlatformData=0.029083ms, SerializeImports=0.042334ms, GatherLocalizableTextData=0.002138ms, MarkNames=0.002995ms, SerializeSummary=0.007696ms, SerializeNames=0.012405ms, SerializeGatherableTextData=0.001281ms, BuildExportMap=0.007696ms, SortExportsNonSeekfree=0.003424ms, SortExportsSeekfreeConstructor=0.007696ms, SortExportsSeekfreeInner=0.135567ms, SortExportsSeekfree=0.002138ms, BuildDependencyMap=0.005130ms, SerializeImportMap=0.002138ms, SerializeExportMap=0.002567ms, SerializeDependencyMap=0.002138ms, SerializeStringAssetReferenceMap=0.001281ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017107ms, SerializeExports=0.037633ms, SerializeBulkData=0.032932ms, AsyncWrite=0.081252ms, UnaccountedTime=0.327583ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
../../../Engine/Content/MobileResources/HUD/T_Castle_ThumbstickOutter.uasset, AllOfLoadPackage_Duration=1.227364ms, AllOfLoadPackage_HitCount=3, ResolveRedirectors_Duration=0.001285ms, ResolveRedirectors_HitCount=3, CacheForCookedPlatformData_Duration=0.504203ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.050891ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.099216ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.372187ms, SaveCookedPackage_HitCount=1, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_207, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9F5B2DF1453DB1272733529F5E95869__4EB2A0ED4F34B3CC6C624508CD3BBE64BBA526A0, StartTime=2015.11.22-22.39.40, HierarchicalDDC, Duration=0.012830ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_46, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_9F5B2DF1453DB1272733529F5E95869__4EB2A0ED4F34B3CC6C624508CD3BBE64BBA526A0, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=65848 bytes, Retrieved=true, Duration=0.212543ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_193, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/T_Castle_ThumbstickOutter.uasset, FlushAsyncLoading=0.011120ms, FlushStreamingFunc=0.004277ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=0.185173ms, TagPackageExports=0.059444ms, BeginCacheForCookedPlatformData=0.044901ms, SerializeImports=0.064149ms, GatherLocalizableTextData=0.003420ms, MarkNames=0.005987ms, SerializeSummary=0.011548ms, SerializeNames=0.026088ms, SerializeGatherableTextData=0.002563ms, BuildExportMap=0.010692ms, SortExportsNonSeekfree=0.005562ms, SortExportsSeekfreeConstructor=0.013683ms, SortExportsSeekfreeInner=0.201851ms, SortExportsSeekfree=0.003424ms, BuildDependencyMap=0.006843ms, SerializeImportMap=0.003420ms, SerializeExportMap=0.002567ms, SerializeDependencyMap=0.002138ms, SerializeStringAssetReferenceMap=0.002138ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012830ms, SerializeExports=0.063293ms, SerializeBulkData=0.008982ms, AsyncWrite=0.082109ms, UnaccountedTime=0.272416ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
../../../Engine/Content/MobileResources/HUD/MobileHUDDirectionPad2.uasset, AllOfLoadPackage_Duration=1.619950ms, AllOfLoadPackage_HitCount=5, ResolveRedirectors_Duration=0.002142ms, ResolveRedirectors_HitCount=5, CacheForCookedPlatformData_Duration=0.771485ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.051316ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.096221ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.419658ms, SaveCookedPackage_HitCount=1, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_208, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__536E815204A7A55A1C3DC28912842A9998DC951D, StartTime=2015.11.22-22.39.40, HierarchicalDDC, Duration=0.011973ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdB5C47A454B5D9EA5EA74AAA52B1BE327_47, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__536E815204A7A55A1C3DC28912842A9998DC951D, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=3883 bytes, Retrieved=true, Duration=0.125729ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_40, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__A885F07B0952CD16CE13DADC3D75FAA72804CE9A, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=33031 bytes, Retrieved=true, Duration=0.189021ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionIdFA60F0614F5895F819F1ECB4869A2D2F_41, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_F562DDF94D8D885AE92078A9DD770__E711B9F5E3FE93BF616817FF2150AFFDB1723C2E, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=8454 bytes, Retrieved=true, Duration=0.084676ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
SavePackageTransactionIdBE3989104BC2B18346A71BBBA9B3E848_194, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDDirectionPad2.uasset, FlushAsyncLoading=0.012830ms, FlushStreamingFunc=0.004705ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.147540ms, TagPackageExports=0.050038ms, BeginCacheForCookedPlatformData=0.040200ms, SerializeImports=0.056021ms, GatherLocalizableTextData=0.002567ms, MarkNames=0.004277ms, SerializeSummary=0.009835ms, SerializeNames=0.019673ms, SerializeGatherableTextData=0.002138ms, BuildExportMap=0.009835ms, SortExportsNonSeekfree=0.004277ms, SortExportsSeekfreeConstructor=0.012401ms, SortExportsSeekfreeInner=0.183892ms, SortExportsSeekfree=0.002567ms, BuildDependencyMap=0.006843ms, SerializeImportMap=0.002991ms, SerializeExportMap=0.002995ms, SerializeDependencyMap=0.002567ms, SerializeStringAssetReferenceMap=0.002138ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012401ms, SerializeExports=0.060298ms, SerializeBulkData=0.008129ms, AsyncWrite=0.070561ms, UnaccountedTime=0.314325ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_209, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_33__C39723F3102A242FA72196E9DC6854B4FFFF3F21, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=276593 bytes, Retrieved=true, Duration=1.844466ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_210, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_28DC78854DCD599B3B21848B4841A255__1_0_13123_0, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.886526ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_211, CachedDataProbablyExists, Parent=DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_210, StartTime=2015.11.22-22.39.40, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.477690ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_212, GetCachedData, Parent=DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_210, StartTime=2015.11.22-22.39.40, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.323303ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_213, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C762D4FC481F6721DBD750A74FB34A42__1_0_13123_0, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.942118ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_214, CachedDataProbablyExists, Parent=DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_213, StartTime=2015.11.22-22.39.40, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.213400ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_215, GetCachedData, Parent=DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_213, StartTime=2015.11.22-22.39.40, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.693224ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_216, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_25998F2F4A479D690FB88D9CD0A41BD0__1_0_13123_0, StartTime=2015.11.22-22.39.40, HierarchicalDDC, DataSize=458 bytes, Retrieved=true, Duration=0.354949ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_217, CachedDataProbablyExists, Parent=DDCTransactionId04E197C942F91D6DB3C883A7ED9CA4BF_216, StartTime=2015.11.22-22.39.40, FileDDCPath=C:/Users/alademm/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.129148ms, RunGuid=RunID362FB87C402952ABB7091B8B335CAF4D
