DDCTransactionId8F8EF4A145150446AF0856A8F174E586_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.21-18.15.53, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.566643ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8F8EF4A145150446AF0856A8F174E586_200, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_86B743CE46BEC7BF68209087B83478B__634FD84F81F548B399FA71EE019BE3859D4C1F20, StartTime=2015.11.21-18.15.59, HierarchicalDDC, DataSize=1722 bytes, Retrieved=true, Duration=0.062011ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8F8EF4A145150446AF0856A8F174E586_201, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_86B743CE46BEC7BF6__72513EFDF8BF0C26817E8788025CDD710D14D01A, StartTime=2015.11.21-18.15.59, HierarchicalDDC, DataSize=829 bytes, Retrieved=true, Duration=0.052176ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Content/Geometry/Meshes/1M_Cube.uasset, AllOfLoadPackage_Duration=2.089087ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000428ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002995ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.028223ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014111ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=41.455012ms, SaveCookedPackage_HitCount=1, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_174, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/UnnamedRPG/Content/Geometry/Meshes/1M_Cube.uasset, FlushAsyncLoading=0.008129ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.134710ms, TagPackageExports=0.036780ms, BeginCacheForCookedPlatformData=0.002995ms, SerializeImports=0.048324ms, GatherLocalizableTextData=0.002563ms, MarkNames=0.003852ms, SerializeSummary=0.007268ms, SerializeNames=0.026941ms, SerializeGatherableTextData=0.001285ms, BuildExportMap=0.014968ms, SortExportsNonSeekfree=0.006415ms, SortExportsSeekfreeConstructor=0.006840ms, SortExportsSeekfreeInner=0.508908ms, SortExportsSeekfree=0.002567ms, BuildDependencyMap=0.007272ms, SerializeImportMap=0.002567ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011545ms, SerializeExports=0.044052ms, SerializeBulkData=0.006840ms, AsyncWrite=0.043195ms, UnaccountedTime=39.534420ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
../../../Engine/Content/MobileResources/HUD/VirtualJoystick_Background.uasset, AllOfLoadPackage_Duration=1.186736ms, AllOfLoadPackage_HitCount=7, ResolveRedirectors_Duration=0.001285ms, ResolveRedirectors_HitCount=7, CacheForCookedPlatformData_Duration=1.003701ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.045329ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.089806ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.794717ms, SaveCookedPackage_HitCount=1, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8F8EF4A145150446AF0856A8F174E586_202, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BD2910D742B4B4778E3374B97767851__F910B2E0445BFA5900D0CD3EC9C80B5608789FD4, StartTime=2015.11.21-18.15.59, HierarchicalDDC, Duration=0.012401ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_21, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BD2910D742B4B4778E3374B97767851__F910B2E0445BFA5900D0CD3EC9C80B5608789FD4, StartTime=2015.11.21-18.15.59, HierarchicalDDC, DataSize=262456 bytes, Retrieved=true, Duration=0.669278ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_175, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/VirtualJoystick_Background.uasset, FlushAsyncLoading=0.012401ms, FlushStreamingFunc=0.004705ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=0.135139ms, TagPackageExports=0.065859ms, BeginCacheForCookedPlatformData=0.049181ms, SerializeImports=0.073127ms, GatherLocalizableTextData=0.004277ms, MarkNames=0.005987ms, SerializeSummary=0.011120ms, SerializeNames=0.026084ms, SerializeGatherableTextData=0.002995ms, BuildExportMap=0.011120ms, SortExportsNonSeekfree=0.005558ms, SortExportsSeekfreeConstructor=0.013258ms, SortExportsSeekfreeInner=0.210404ms, SortExportsSeekfree=0.003420ms, BuildDependencyMap=0.006843ms, SerializeImportMap=0.003420ms, SerializeExportMap=0.002567ms, SerializeDependencyMap=0.002563ms, SerializeStringAssetReferenceMap=0.002567ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014111ms, SerializeExports=0.104778ms, SerializeBulkData=0.011120ms, AsyncWrite=0.113755ms, UnaccountedTime=0.321168ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
../../../Engine/Content/MobileResources/HUD/MobileHUDButton3.uasset, AllOfLoadPackage_Duration=1.016535ms, AllOfLoadPackage_HitCount=2, ResolveRedirectors_Duration=0.000857ms, ResolveRedirectors_HitCount=2, CacheForCookedPlatformData_Duration=0.530288ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.055168ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.090230ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.016388ms, SaveCookedPackage_HitCount=1, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8F8EF4A145150446AF0856A8F174E586_203, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C49FDA8C4EFE04B87EBA5CB5A57D2__068B523AE52B2D61E14EDFB3764754121E26AA52, StartTime=2015.11.21-18.15.59, HierarchicalDDC, Duration=0.017535ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_28, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_C49FDA8C4EFE04B87EBA5CB5A57D2__068B523AE52B2D61E14EDFB3764754121E26AA52, StartTime=2015.11.21-18.15.59, HierarchicalDDC, DataSize=1882 bytes, Retrieved=true, Duration=0.156950ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_176, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDButton3.uasset, FlushAsyncLoading=0.010692ms, FlushStreamingFunc=0.004277ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.108622ms, TagPackageExports=0.062864ms, BeginCacheForCookedPlatformData=0.043191ms, SerializeImports=0.060730ms, GatherLocalizableTextData=0.003420ms, MarkNames=0.005133ms, SerializeSummary=0.009406ms, SerializeNames=0.018816ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.009835ms, SortExportsNonSeekfree=0.005133ms, SortExportsSeekfreeConstructor=0.012401ms, SortExportsSeekfreeInner=0.195436ms, SortExportsSeekfree=0.002995ms, BuildDependencyMap=0.007272ms, SerializeImportMap=0.003424ms, SerializeExportMap=0.002991ms, SerializeDependencyMap=0.002995ms, SerializeStringAssetReferenceMap=0.002138ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013255ms, SerializeExports=0.055596ms, SerializeBulkData=0.008125ms, AsyncWrite=0.064578ms, UnaccountedTime=0.243332ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
../../../Engine/Content/MobileResources/HUD/MobileHUDButton2_off.uasset, AllOfLoadPackage_Duration=0.798427ms, AllOfLoadPackage_HitCount=3, ResolveRedirectors_Duration=0.001281ms, ResolveRedirectors_HitCount=3, CacheForCookedPlatformData_Duration=0.515752ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.046190ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.090662ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.018522ms, SaveCookedPackage_HitCount=1, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8F8EF4A145150446AF0856A8F174E586_204, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D5542AFE4886708885DF42B1BE8F6__E8E1BDB0D057288DAED17D58CD776918028D2DCF, StartTime=2015.11.21-18.15.59, HierarchicalDDC, Duration=0.015397ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionIdD58A150049C5906E338CB4942C51973F_29, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D5542AFE4886708885DF42B1BE8F6__E8E1BDB0D057288DAED17D58CD776918028D2DCF, StartTime=2015.11.21-18.15.59, HierarchicalDDC, DataSize=2244 bytes, Retrieved=true, Duration=0.141978ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_21, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_D5542AFE4886708885DF42B1BE8F6__E1EF18F9937084B0C07D23A905483B754F02B379, StartTime=2015.11.21-18.15.59, HierarchicalDDC, DataSize=4358 bytes, Retrieved=true, Duration=0.085101ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_177, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDButton2_off.uasset, FlushAsyncLoading=0.009835ms, FlushStreamingFunc=0.002995ms, BlockTillAllRequestsFinished=0.002991ms, ResetLoadersForSaveUnMarkAllObjects=0.103064ms, TagPackageExports=0.036348ms, BeginCacheForCookedPlatformData=0.026945ms, SerializeImports=0.039771ms, GatherLocalizableTextData=0.002138ms, MarkNames=0.002991ms, SerializeSummary=0.007700ms, SerializeNames=0.013683ms, SerializeGatherableTextData=0.001285ms, BuildExportMap=0.007696ms, SortExportsNonSeekfree=0.003420ms, SortExportsSeekfreeConstructor=0.009838ms, SortExportsSeekfreeInner=0.133853ms, SortExportsSeekfree=0.002138ms, BuildDependencyMap=0.004705ms, SerializeImportMap=0.001710ms, SerializeExportMap=0.002138ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008982ms, SerializeExports=0.037633ms, SerializeBulkData=0.006415ms, AsyncWrite=0.044048ms, UnaccountedTime=0.282679ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
../../../Engine/Content/MobileResources/HUD/LeftVirtualJoystickOnly.uasset, AllOfLoadPackage_Duration=1.870129ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000428ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001281ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.046186ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010263ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.763642ms, SaveCookedPackage_HitCount=1, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_178, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/LeftVirtualJoystickOnly.uasset, FlushAsyncLoading=0.011120ms, FlushStreamingFunc=0.004277ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.124447ms, TagPackageExports=0.013258ms, BeginCacheForCookedPlatformData=0.003420ms, SerializeImports=0.028227ms, GatherLocalizableTextData=0.003420ms, MarkNames=0.005990ms, SerializeSummary=0.010263ms, SerializeNames=0.038914ms, SerializeGatherableTextData=0.002567ms, BuildExportMap=0.026513ms, SortExportsNonSeekfree=0.005133ms, SortExportsSeekfreeConstructor=0.011548ms, SortExportsSeekfreeInner=0.177901ms, SortExportsSeekfree=0.003424ms, BuildDependencyMap=0.008553ms, SerializeImportMap=0.004277ms, SerializeExportMap=0.002995ms, SerializeDependencyMap=0.002567ms, SerializeStringAssetReferenceMap=0.002563ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011548ms, SerializeExports=0.014111ms, SerializeBulkData=0.008982ms, AsyncWrite=0.064146ms, UnaccountedTime=0.174057ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
../../../Engine/Content/MobileResources/HUD/DefaultVirtualJoysticks.uasset, AllOfLoadPackage_Duration=1.515605ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000428ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002138ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.045329ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011116ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.665708ms, SaveCookedPackage_HitCount=1, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_179, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/DefaultVirtualJoysticks.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.002995ms, ResetLoadersForSaveUnMarkAllObjects=0.087667ms, TagPackageExports=0.008982ms, BeginCacheForCookedPlatformData=0.002138ms, SerializeImports=0.021812ms, GatherLocalizableTextData=0.002135ms, MarkNames=0.003852ms, SerializeSummary=0.006840ms, SerializeNames=0.024807ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.017107ms, SortExportsNonSeekfree=0.002991ms, SortExportsSeekfreeConstructor=0.006843ms, SortExportsSeekfreeInner=0.121456ms, SortExportsSeekfree=0.002138ms, BuildDependencyMap=0.005558ms, SerializeImportMap=0.002567ms, SerializeExportMap=0.001710ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008553ms, SerializeExports=0.011120ms, SerializeBulkData=0.005987ms, AsyncWrite=0.042766ms, UnaccountedTime=0.171490ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
../../../Engine/Content/MobileResources/HUD/AnalogHat.uasset, AllOfLoadPackage_Duration=0.895508ms, AllOfLoadPackage_HitCount=2, ResolveRedirectors_Duration=0.000857ms, ResolveRedirectors_HitCount=2, CacheForCookedPlatformData_Duration=0.311762ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.029936ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.060301ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.964211ms, SaveCookedPackage_HitCount=1, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8F8EF4A145150446AF0856A8F174E586_205, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2E1EE3B14D43A62B84881B8F5AAD2__BB99884E9A5449D24496CD2D2CB314E5330C09E0, StartTime=2015.11.21-18.15.59, HierarchicalDDC, Duration=0.013258ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_22, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_2E1EE3B14D43A62B84881B8F5AAD2__BB99884E9A5449D24496CD2D2CB314E5330C09E0, StartTime=2015.11.21-18.15.59, HierarchicalDDC, DataSize=1882 bytes, Retrieved=true, Duration=0.133857ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_180, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/AnalogHat.uasset, FlushAsyncLoading=0.011548ms, FlushStreamingFunc=0.004705ms, BlockTillAllRequestsFinished=0.003848ms, ResetLoadersForSaveUnMarkAllObjects=0.128295ms, TagPackageExports=0.057731ms, BeginCacheForCookedPlatformData=0.042766ms, SerializeImports=0.063293ms, GatherLocalizableTextData=0.003420ms, MarkNames=0.005133ms, SerializeSummary=0.009835ms, SerializeNames=0.018392ms, SerializeGatherableTextData=0.002563ms, BuildExportMap=0.009838ms, SortExportsNonSeekfree=0.004277ms, SortExportsSeekfreeConstructor=0.011545ms, SortExportsSeekfreeInner=0.195011ms, SortExportsSeekfree=0.003848ms, BuildDependencyMap=0.007272ms, SerializeImportMap=0.003848ms, SerializeExportMap=0.002567ms, SerializeDependencyMap=0.002567ms, SerializeStringAssetReferenceMap=0.001710ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.044905ms, SerializeBulkData=0.009406ms, AsyncWrite=0.046615ms, UnaccountedTime=0.271134ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
../../../Engine/Content/MobileResources/T_MobileControls_texture.uasset, AllOfLoadPackage_Duration=1.043472ms, AllOfLoadPackage_HitCount=10, ResolveRedirectors_Duration=0.001710ms, ResolveRedirectors_HitCount=10, CacheForCookedPlatformData_Duration=1.071699ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.046615ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.089806ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.063427ms, SaveCookedPackage_HitCount=1, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8F8EF4A145150446AF0856A8F174E586_206, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_119D9D384F916FB5612DEB85B0124__7741C2B795775BFA3104662CBC48EFE5FD9B7782, StartTime=2015.11.21-18.15.59, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8A81A6E84AD980113F149DA5845F564F_23, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_119D9D384F916FB5612DEB85B0124__7741C2B795775BFA3104662CBC48EFE5FD9B7782, StartTime=2015.11.21-18.15.59, HierarchicalDDC, DataSize=6899 bytes, Retrieved=true, Duration=0.126157ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_22, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_119D9D384F916FB5612DEB85B0124__CE9E8C2753F09B87FABEC48764BCDF5C0418506D, StartTime=2015.11.21-18.15.59, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.416532ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_23, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_119D9D384F916FB5612DEB85B0124__B6179C1D92F62425940B03B442B5BB2F36D1378A, StartTime=2015.11.21-18.15.59, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.144545ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId31E494414FD272DDB2206A8594209940_24, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_119D9D384F916FB5612DEB85B0124__B5858B18ACEB8D7AEB6A29EACA75015ECEE0FAB6, StartTime=2015.11.21-18.15.59, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.065859ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_181, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/T_MobileControls_texture.uasset, FlushAsyncLoading=0.010692ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=0.161227ms, TagPackageExports=0.037204ms, BeginCacheForCookedPlatformData=0.027370ms, SerializeImports=0.040628ms, GatherLocalizableTextData=0.002138ms, MarkNames=0.003424ms, SerializeSummary=0.006840ms, SerializeNames=0.017963ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.007272ms, SortExportsNonSeekfree=0.002991ms, SortExportsSeekfreeConstructor=0.007696ms, SortExportsSeekfreeInner=0.134286ms, SortExportsSeekfree=0.002138ms, BuildDependencyMap=0.004705ms, SerializeImportMap=0.002138ms, SerializeExportMap=0.001710ms, SerializeDependencyMap=0.001710ms, SerializeStringAssetReferenceMap=0.001714ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009406ms, SerializeExports=0.079971ms, SerializeBulkData=0.007272ms, AsyncWrite=0.112899ms, UnaccountedTime=0.267714ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Content/Mannequin/Character/Mesh/SK_Mannequin_PhysicsAsset.uasset, AllOfLoadPackage_Duration=2.685238ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.040628ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006843ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.032075ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.022236ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.590580ms, SaveCookedPackage_HitCount=1, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_182, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/UnnamedRPG/Content/Mannequin/Character/Mesh/SK_Mannequin_PhysicsAsset.uasset, FlushAsyncLoading=0.011545ms, FlushStreamingFunc=0.003848ms, BlockTillAllRequestsFinished=0.002995ms, ResetLoadersForSaveUnMarkAllObjects=0.103492ms, TagPackageExports=0.175767ms, BeginCacheForCookedPlatformData=0.004277ms, SerializeImports=0.263434ms, GatherLocalizableTextData=0.002563ms, MarkNames=0.008553ms, SerializeSummary=0.008129ms, SerializeNames=0.059016ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.017535ms, SortExportsNonSeekfree=0.691943ms, SortExportsSeekfreeConstructor=0.007268ms, SortExportsSeekfreeInner=0.453740ms, SortExportsSeekfree=0.002995ms, BuildDependencyMap=0.014968ms, SerializeImportMap=0.002567ms, SerializeExportMap=0.007272ms, SerializeDependencyMap=0.002995ms, SerializeStringAssetReferenceMap=0.002138ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015821ms, SerializeExports=0.277121ms, SerializeBulkData=0.007696ms, AsyncWrite=0.057731ms, UnaccountedTime=0.224091ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Content/Mannequin/Character/Mesh/SK_Mannequin.uasset, AllOfLoadPackage_Duration=0.052173ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000425ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004277ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.050887ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016250ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=6.056000ms, SaveCookedPackage_HitCount=1, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
SavePackageTransactionId5656AF9F4CD149FEACF06B889D4481DF_183, Filename=C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Saved/Cooked/WindowsNoEditor/UnnamedRPG/Content/Mannequin/Character/Mesh/SK_Mannequin.uasset, FlushAsyncLoading=0.011977ms, FlushStreamingFunc=0.004273ms, BlockTillAllRequestsFinished=0.004277ms, ResetLoadersForSaveUnMarkAllObjects=0.243764ms, TagPackageExports=0.096224ms, BeginCacheForCookedPlatformData=0.003420ms, SerializeImports=0.116751ms, GatherLocalizableTextData=0.002138ms, MarkNames=0.006415ms, SerializeSummary=0.008550ms, SerializeNames=0.087671ms, SerializeGatherableTextData=0.001710ms, BuildExportMap=0.020955ms, SortExportsNonSeekfree=0.003424ms, SortExportsSeekfreeConstructor=0.006840ms, SortExportsSeekfreeInner=0.771917ms, SortExportsSeekfree=0.005987ms, BuildDependencyMap=0.009835ms, SerializeImportMap=0.006840ms, SerializeExportMap=0.002995ms, SerializeDependencyMap=0.002567ms, SerializeStringAssetReferenceMap=0.002563ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018392ms, SerializeExports=2.027933ms, SerializeBulkData=0.027370ms, AsyncWrite=1.400139ms, UnaccountedTime=0.167638ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
C:/Users/alademm/Documents/Unreal Projects/UnnamedRPG/Content/Mannequin/Character/Materials/MaterialLayers/T_ML_Rubber_Blue_01_N.uasset, AllOfLoadPackage_Duration=1.202986ms, AllOfLoadPackage_HitCount=29, ResolveRedirectors_Duration=0.002991ms, ResolveRedirectors_HitCount=29, CacheForCookedPlatformData_Duration=3.834341ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.030790ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.061583ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.762642ms, SaveCookedPackage_HitCount=1, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
DDCTransactionId8F8EF4A145150446AF0856A8F174E586_207, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BC5_660726A047C2927550383F8D31513001___CF70F1551B9B3BAA91EF94E1C1B6B6F013D72556, StartTime=2015.11.21-18.15.59, HierarchicalDDC, Duration=0.014115ms, RunGuid=RunID717D38B1406185DA466C64B8A7C55738
